tweet,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4
FUCK TO HACKER BANGSAT â”ŒÐŸâ”�(â–ºË›â—„)â”ŒÐŸâ”�,,,,
"shut the fuck annoying voice ,QT next bed ..haha .bangsat lah awak ni .",,,,
Fuck bangsat \m/RT @devisubawa: Apa faksat? Bhs alay yaa? RT @dhamakusuma: Faksat ( â€¢Ì…_â€¢Ì… )Ò§ (cont)  http://tl.gd/gccqbfÂ ,,,,
tot jing bangsat ! FUCK,,,,
"eis ngomongnya RT @Bayutrianggoro: Bangsat! Bad time, bad situation, bad day, bad mood, bad temprament, and everything is bad fuck",,,,
"Selow bay selow :p RT @Bayutrianggoro: Bangsat! Bad time, bad situation, bad day, bad mood, bad temprament, and everything is bad fuck",,,,
"Bangsat! Bad time, bad situation, bad day, bad mood, bad temprament, and everything is bad fuck",,,,
Ah bangsat ah anjing. Whatever the fuck you want! Ok ,),,,
Fuck you!!! Aku bangsat..,,,,
bangsat lo ! fuck !,,,,
FUCK YOU ALL !!!!! Bangsat !!!!,,,,
ANJING LU BANGSAT. FUCK YOU !!!!!,,,,
Fuck fuck fuck ! Bangsat lo !,,,,
"Flu bangsat!! I need medicine,vitamin,evrything evrything!!!! Fuck! I hate this!",,,,
Fuck this today! Bangsat!! [Like it?  http://shrtn.us/seknÂ  ],,,,
I'm little fuck up RT @big1michell: damn you RT AnjareeeTH: Fuck me boy RT @big1michell: bangsat RT (cont)  http://wl.gs/5BtiÂ ,,,,
FUCK YOU KAMLET !! BRONX BANGSAT!!,,,,
AH XL BANGSAT FUCK YOU XL ANJENG,,,,
fuck!bangsat,,,,
Ak Memang Bangsat !!!!!!!! Fuck My Freaking Self.....,,,,
bangsat fuck you â”Œâˆ©â”�(â—£_â—¢),,,,
FUCK member bangsat !,,,,
fuck you vucinic bangsat,,,,
"Fuck you,,,,,#bangsat",,,,
lemot banget bangsat FUCK,,,,
"apa itu bangsat ?! :| RT @NiiaPuspita: What the fuck?!:| RT @KevinSutra: what the fuck ? :| RT @NiiaPuspita: Wtf ! :| ""@KevinSutra: celengan",,,,
"FUCK YOU , BANGSAT !!!",,,,
"carlos bangsat RT @CindyFoxyYeah Bitch! RT @Carlosaba23: @RadioShow_tvOne , the fuck man, we wanna see SID, not navicula shit!",,,,
"heeey ;) RT @bapa_bangsa: Hey septaputrie ^_^ RT @evanTanom: New Fuck'n AVA with septaputrie ahaha""",,,,
"motivator gagal emang bangsat banget dah! RT @kikondkikond Cause of word ""ALTERNAREN"" RT @yudhaesamantha: Fuck for this day",,,,
"You tell stories about me,i'll tell about you.what the fuck you want man.kawan apa kau ni bangsat.",,,,
What the fuck week !!! Bangsat !! Bangsat !!,,,,
"Np tass?sbar""..RT @Tasya98_DV7: Bangsat! Anjing! Shit! Fuck! >:O",,,,
Bangsat! Anjing! Shit! Fuck! >:O,,,,
@FollowFirdaus fuck them..bangsat.,,,,
FUCK OFF !!! RT @dewapradhnadita: I hate slow RT @diiph_nakall: Signal modem BANGSAT !!,,,,
"Wow :O RT @gunadharmario: Fuck fuck fuck fuck ! Asholee , bangsat",,,,
"Fuck fuck fuck fuck ! Asholee , bangsat",,,,
FUCK ! Bangsat !,,,,
Bangsat!! Love bird gw hilang!!! Fuck!!,,,,
Wasit bangsat! 3x handball ga dianggap! Fuck off!,,,,
Emilia bangsat. Emilia jablay. Emilia pecun. Fuck you slut,,,,
"BANGSAT.. !! Sebal banget ""FUCK_YOU""",,,,
Fuck! Sopir taxi bangsat!,,,,
bangsat glerr  FUCK !!!,,,,
ooh FUCK DAMN BANGSAT,,,,
MUSUH YANG PALING BANGSAT ADALAH KAWAN KITA SENDIRI FÌ…Ì²Ì¶Ì¥UÌ…Ì²Ì¶Ì¥CÌ…Ì²Ì¶Ì¥KÌ…Ì²Ì¶Ì¥â”ŒÐŸâ”�â–¸_ â—‚âœ—â”ŒÐŸâ”�,,,,
"RT!!""@iyoyol: Fuck ! Bacot bangsat !""",,,,
RT @iyoyol: Fuck ! Bacot bangsat !,,,,
Fuck ! Bacot bangsat !,,,,
While im not capable to do anythings in this current situation.fuck ! Bangsat betul like this.. #betterIcursethanfist,,,,
BANGSAT#FUCK GO TO HELL,,,,
fuck ! bangsat emang loe ya !!,,,,
"kaMu baNgsaT..........

Fuck yOu.................",,,,
"FUCK IS YOU. Stupid, bangsat, brengsek !!!",,,,
what the fuck??bangsat nie prdana! #XL,,,,
Bacot bet anjing bangsat fuck [Like it?  http://bit.ly/zZokb9Â  ],,,,
Ngmg nyaRT @phillinenovv: bangsat bangsat fuck fuck fuck,,,,
"Fuck little brader,bangsat.",,,,
Shit !!! What the fuck !! Bangsat !!,,,,
Bangsat anjing fuck you nyeeet!!,,,,
Tahu ndik aw artinya bangsat anjingg ... *fuck u* AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸,,,,
"Ci bangsat mas""@DimasPratamaS: Hey you fuck !""",,,,
sok inggris lu bangsat :v RT @thorfih why ?? RT @DikaraNP: fuck this day. #fuckthesystem,,,,
speaking test mcm bangsat ! point tah pape . fuck laa !,,,,
"Beriss@69d_d: Fuck RT @diztaberis: Bangsat!""",,,,
Fuck RT @diztaberis: Bangsat!,,,,
(Û³._.)Û³ (Û³-_-)Û³ (Û³Ëš_Ëš)Û³ (Û³ËšoËš)Û³ (Û³ËšÐ”Ëš)Û³ (Û³ 'Ì€Ð´'Ì�)Û³ fuck suck asshole bangsat!,,,,
milan bangsat. Fuck,,,,
Bangsat !! Dog !! Fuck !! Motherfucker !!,,,,
"bangsat lo !
FUCK !",,,,
"RT""@niko_as: aaa ,, fuck you ! Bangsat khe !!""",,,,
"aaa ,, fuck you !
Bangsat khe !!",,,,
"Damn banget lo ah emangRT @InesTish Asshole emg lo bangsat! RT @icabora: Fuck, Suck banget Lo emang ck..",,,,
"hey hey hey keep your BACOT !!! RT @babanerika: FUCK,ANJING,BANGSAT,... rrrrwww....",,,,
"not me RT @_aldirockz7: Good girl \m/ RT @babanerika FUCK,ANJING,BANGSAT,...rrrrwww....",,,,
"Good girl \m/ RT @babanerika FUCK,ANJING,BANGSAT,...
rrrrwww....",,,,
Bangsat banget sh loe ! Tai ! Fuck !,,,,
Fuck.. Bangsat,,,,
RIBEEEEEEEEEETTTTTTTT !! BANGSAT ! FUCK !,,,,
"Performing : Berontak Bangsat,Fuck'in Dog,Do Not Iron Print,BDSK,Death Phantom.",,,,
"RT @sketcheight: Berontak Bangsat,Fuck'in Dog,Fingerprint,Do Not Iron Print,BDSK,Death Phantom.",,,,
FUCK = bangsat RT @signore_swelel: Sunny??? What the .... !!!,,,,
Bangsat ikam tu @TengkuSophia !!! Fuck! Fuck! Fuck!,,,,
"FUCK NEVER DAYS !!
BANGSAT !!
SU !!",,,,
"Twiter bangsat ,,fuck",,,,
Tai! Fuck! Shit! Bangsat!,,,,
Yup! Say fuck RT @Pramuditaamel: All right! Huh.. RT @ridhochandra: PLN BANGSAT!,,,,
"Gpp kaaaang :) RT @Rizadepol: Ono opo ndoo ?RT ""@suryadimas: What the fuck they say , bangsat!!""",,,,
Bangsat fuck!,,,,
RT @GilangRach: FUCK YOU BANGSAT @TengkuSophia  â”ŒÐŸâ”�(â–ºË›â—„) â”ŒÐŸâ”�,,,,
FUCK YOU BANGSAT @TengkuSophia  â”ŒÐŸâ”�(â–ºË›â—„) â”ŒÐŸâ”�,,,,
"Udh mandi blum coba opel?""@Rizadepol: Ono opo ndoo ?RT ""@suryadimas: What the fuck they say , bangsat!!""""",,,,
"sabar ang @suryadimas: What the fuck they say , bangsat!!â€�",,,,
"What the fuck they say , bangsat!!",,,,
Fuck!! Iblis bangsat !!,,,,
Hey bajingan. RT @johnetletto He bangsat RT @simon_justpioz: Your so FUCK MAN!!! RT @johnetletto My heart can't stop beating!!,,,,
He bangsat RT @simon_justpioz: Your so FUCK MAN!!! RT @johnetletto My heart can't stop beating!!,,,,
coy anjing bangsat fuck you  :),,,,
Cowok bangsat!! fuck for you boy!!,,,,
Bangsat fuck,,,,
bangsat ! RT@fikrimess :wahyu subuh fuck youu ...,,,,
Bangsat!!!!! Fuck!!!!!,,,,
BANGSAT FUCK,,,,
"Bangsat, dasar tay, fuck fuck fuck bitch ass",,,,
"Bangsat siep je ci kleng , shut up you fuck RT @iRelateQuote: Next 20 who follow @CraveMyThoughts will get followed back!",,,,
bangsat banget ya lo! fuck.,,,,
"Karma happens when you ditch your fiancee and fuck other man's wife. Bupati bangsat, indeed. #teamAyuDewi",,,,
"RT""@redoprasetya: Sippp RT @FitriHRT: Good;) RT""@redoprasetya: Always -_- RT @FitriHRT: Sabar(?) RT""@redoprasetya: Bangsat lo! Fuck!""""""",,,,
"Good;) RT""@redoprasetya: Always -_- RT @FitriHRT: Sabar(?) RT""@redoprasetya: Bangsat lo! Fuck!""""",,,,
"Fuck. Tante"" bangsat",,,,
"Fuck Banget, Bangsat !",,,,
Fuck for you mrs! Pd bangsaT,,,,
"RT @Krisnata_Pros You Bitch , You Fuck , You Asu , You Bajingan , You Kutya , You Jancok , You Bangsat , You Laso , You Csalo , You Ashole",,,,
BANGSAT! FUCK!,,,,
"JANCOK, FUCK , BANGSAT .",,,,
"@rifkyersadian should read this. Cause sofie right. U r too fuck ""@sofiarnesti: becanda nya ga lucu ciki bangsat""",,,,
Hahahahahah! RT @SalamSLASH: @deepk_shck just fuck urself and dont u dare dream or say im gonna treat u..kiss my ass laa dey...singh bangsat,,,,
"kiting songong jd org! @anggaprawita What the fuck RT ""@reiidhani: mr J @anggaprawita O RT ""@kitinksaputra: apa peduli gua bangsat",,,,
"bangsat pending, fuck !",,,,
Bangsat!!!! Fuck! Cowok freak!,,,,
"Eh anjing lu ya ngatain ibu gw bangsat lu RT @adityaregar @interrysta so crawl back wherever the fuck you're from, ...  http://tmi.me/lj59IÂ ",,,,
@NMSHFN fuck you too bangsat :D,,,,
fuck ah bangsat ah babuy ah cipay ah,,,,
"Eloooo RT""@Purnadi_GoTthic: Fuck you (Â¬_Â¬) RT ""@AiiuNamii: Bangsat \( Â´â–½ `)/ RT""@Dikapower: badengsadet !""""""",,,,
"Fuck you (Â¬_Â¬)  RT ""@AiiuNamii: Bangsat \( Â´â–½ `)/ RT""@Dikapower: badengsadet !""""",,,,
"To the person who took my brothers laptop and my camera, I seriously hope u die. Kau memang anak haram, bangsat, baruah, babi. Fuck you.",,,,
Songong bangsat!! *fuck*,,,,
Fuck Battle Failure -_- bangsat !  http://y.ahoo.it/Ylpn05ipÂ ,,,,
Anjing!! Babi!!! Fuck!! Fuck!!! Bangsat!!! Fuck!! Fuck!! Suck!! Suck!!! Bangsat!!! Anjing!!! Babi!!! Fuck!!! Fuck!!! Suck!!! Babi!!!!! tot!!,,,,
I don't think so mate RT @SachoCFR: what a fuck sunday?RT@StickyBali ( â€¾_â€¾) RT @SachoCFR: pagi yang bangsat!,,,,
what a fuck sunday?RT@StickyBali ( â€¾_â€¾) RT @SachoCFR: pagi yang bangsat!,,,,
Morning bangsat RT @madewira_13: Morning kleng RT @medinazahra: Morning shit RT @madewira_13: Good morning fuck,,,,
Fuck you! I really hate you! Asshole! Anjing! Bangsat! Tai!,,,,
Bangsat fuck you,,,,
RT @MaudhyMarcella: Cowok bangsat ! Haha fuck you njir \F/,,,,
Cowok bangsat ! Haha fuck you njir \F/,,,,
@haqbull @itsmie78 @metisaplana : ahahahaha..who the fuck cares..me just wanna see the downfall of fucking meleis..bangsa bangang nak mampos,,,,
"bangsat acara di cancel.
fuck you label indie.",,,,
"wow RT @jimmysuckworld Flash player anjing , bangsat , babi , ngentot , fuck , shit , cocksucker , bitch , mother fucker , dammit !!!!!!!",,,,
Sia bangsat!!! RT @brez84: Sia RT @ferinstrike: Fuck off!!!,,,,
AShitt..fucking Ashole men!! Waaw Amazing broo RT @ryantri_nugraha: Haha . What the fuck menn :D . Sma tunas bangsa bro,,,,
RT @NehemiaJeremy: BRENGSEK ! BANGSAT ! FUCK ! [Like it?  http://shrtn.us/ginLÂ  ],,,,
BRENGSEK ! BANGSAT ! FUCK ! [Like it?  http://shrtn.us/ginLÂ  ],,,,
FUCK PEPE!!! BANGSAT!!!,,,,
"Astaga asu bangsat setor setrek FUCK YOU !! ""@fuckrixketum: rest in peace @ahfauzan""",,,,
Yeaaaah BANGSAT!!orang rumah berantem!fuck,,,,
"Yono tolol bego bangsat wkwk , canda good fuck yo RT @benediktuscahyo: WML pidato",,,,
fuck!!! bangsat,,,,
"Fuck! That was a Handball, Bangsat !!! #FuckInter",,,,
Because he always plays badly !! Fuck for Djorou !! RT @Muhammad_Hawari: Why always Djorou ? :D RT @zHa_ReZzA: Djorou bangsat !!! Cacad !!,,,,
fuck RT@yusufgutawa Croot RT @kukuhdirgantara tot RT@yusufgutawa Ler RT @kukuhdirgantara bodo RT@yusufgutawa Bangsat RT,,,,
FUCK! Internet AUTIS BANGSAT,,,,
Bangsat!!FUCK!,,,,
Fuck you lah bangsat,,,,
"Just fuck for cowok2 pk, emang bangsat ye",,,,
fuck suck bastard motherfucker wk RT @merryverajonsan: Bangsat RT herdaseftira: laknat RT @merryverajonsan: (cont)  http://wl.tl/oGNWbÂ ,,,,
"I know what u mean  ""@karinavina: Fuck ! Luweng bangsat !""",,,,
Bacot sok banget bangsat ! Fuck !,,,,
Fuck banget lah bangsat anjing suck !!,,,,
"Cuss apotek sana ""@edhuut_estelle: Uhuk RT @dwipebriani: Ups ""@edhuut_estelle: Bullshit fuck a bangsat !""""",,,,
"Uhuk RT @dwipebriani: Ups ""@edhuut_estelle: Bullshit fuck a bangsat !""",,,,
tawa loh aah.. RT @eldiodio haha RT @Bimarramadhan bangsat... RT @eldiodio someone fuck you ..,,,,
haha RT @Bimarramadhan bangsat... RT @eldiodio someone fuck you .. RT @Bimarramadhan #NP: Someone like you - Edele,,,,
"Ups ""@edhuut_estelle: Bullshit fuck a bangsat !""",,,,
bangsat... RT @eldiodio someone fuck you .. RT @Bimarramadhan #NP: Someone like you - Edele,,,,
Bullshit fuck a bangsat !,,,,
Tangkap2 laporkeun k polisi RT @eGi_CyBer: my neighbor is fuck . . and very fuck . . bangsat . . .,,,,
my neighbor is fuck . . and very fuck . . bangsat . . .,,,,
Bangsat ciii fuck you,,,,
Fuck for my ex boyF. Cowok bangsat!!,,,,
"Kalau da bangsat pukimak nya bodoh, don't advertise your stupidity any more. Seriouslyâ€¦ whatâ€¦ theâ€¦ fuck?!",,,,
fuck RT @sundarisanti: Cing RT @angga_aditya: bangsat !!! RT @sundarisanti: Kleng !!,,,,
KECE bangets â–¸ RT @alyyadwiandira: Fuck! Bangsat!,,,,
Fuck fuck fuck !!BANGSAT,,,,
heh. Alan gk boleh kasar pantek â€œ@alanfery: Try to make an easy dubstep since last week.I can't do this!AAAAA FUCK!!BANGSAT Ð©(ÂºÐ´ÂºÑ‰)â€�,,,,
bangsat..fuck!!,,,,
"@Elbahar06rafi_ kaos sia the jack anjink .......THE JACK BANGSAT FUCK THE JACK ANJINK""""""""",,,,
"aparat bangsat ""FUCK""",,,,
"Milan merda bangsat""@MissSharena: Fuck you loser! RT @Nurahman_11: FUCK YOU BITCH !! RT @MissSharena: WE WOOOONN!!! EAT THAT",,,,
@ndithappy @gracefelicia ngehe anjing babi bangsat mati aja gw quit for good ddtank. Bye all. Fuck you all. Go to hell bitches!,,,,
Eeaaa... RT @Tennyfk: I HATE FRIDAY ! FUCK ! HARI SIALAN ! BANGSAT !,,,,
Bangsat di edit RT @freakyorii: :o RT @bennybnz10: I want to 'fuck' vivi ,,) RT @freakyorii: Go fuck yourself broo RT @bennybnz10,,
bangsat fuck you tol,,,,
ngomongnya :O RT @_visc: BANGSAT. BANGSLUT. FUCK. Can u stop talking?! U don't know at all. SUXXXXXXX!,,,,
Fuck! Bangsat!!!,,,,
"Fuck u, songong lo kenal ama gw kagak pake fuck2in gw lg, bangsat RT""@manusia_robot: @FrankyMorello. You are fuck !!!""",,,,
ya allah :( SK @nugrohhoy Py ri? RT @nuripriharianto: :( RT @nugrohhoy: What the fuck going on ! Bangsat,,,,
Py ri? RT @nuripriharianto: :( RT @nugrohhoy: What the fuck going on ! Bangsat,,,,
"Streamyx - FUCK YOU! I'm terminating my fucking account tomorrow. Line cam siput, problem regular. Bangsat!",,,,
:( RT @nugrohhoy: What the fuck going on ! Bangsat,,,,
â”ŒÐŸâ”�(ï¸¶ã�¸ï¸¶ ãƒ¡) RT @nugrohhoy: What the fuck going on ! Bangsat,,,,
What the fuck going on ! Bangsat,,,,
Fuck â€˜seninâ€™ #bangsat,,,,
LET'S FUCK TUNAS BANGSA PEOPLES,,,,
BANGSAT! School fuck my life î��,,,,
Bangsat *fuck*,,,,
Bangsat bitch bbm gue gak di read tp update status fuck bitch!,,,,
Bangsat anjing fuck fuck fuck ass hole,,,,
"Bangsat MU , Keparat Wasit !!! Fuck You",,,,
@ntaabawell DASAR CEWE BANGSAT FUCK YOU!!!!!!,,,,
"Naon RT @nazya_andhini: :'( RT @alexislinton: Istifarr RT @nazya_andhini: Fuck Fuck Fuck,aÌ¸nÌ¸jÌ¸iÌ¸nÌ¸gÌ¸,BÌ¸aÌ¸nÌ¸gÌ¸sÌ¸aÌ¸tÌ¸",,,,
"Kaka dah ga kuat lg De RT @kandita_putri03: Sabar kaka.. RT@nazya_andhini: Fuck Fuck Fuck,aÌ¸nÌ¸jÌ¸iÌ¸nÌ¸gÌ¸,BÌ¸aÌ¸nÌ¸gÌ¸sÌ¸aÌ¸tÌ¸",,,,
":'( RT @alexislinton: Istifarr RT @nazya_andhini: Fuck Fuck Fuck,aÌ¸nÌ¸jÌ¸iÌ¸nÌ¸gÌ¸,BÌ¸aÌ¸nÌ¸gÌ¸sÌ¸aÌ¸tÌ¸",,,,
"Istifarr RT @nazya_andhini: Fuck Fuck Fuck,aÌ¸nÌ¸jÌ¸iÌ¸nÌ¸gÌ¸,BÌ¸aÌ¸nÌ¸gÌ¸sÌ¸aÌ¸tÌ¸",,,,
"Fuck Fuck Fuck,aÌ¸nÌ¸jÌ¸iÌ¸nÌ¸gÌ¸,BÌ¸aÌ¸nÌ¸gÌ¸sÌ¸aÌ¸tÌ¸",,,,
fuck cewe bangsat,,,,
"RETWEET @Iwong5: RISA bangsat !!!
fuck u girl",,,,
"BANGSAT,ANJING FUCK FUCK FUCK TO ALL!!!",,,,
Fuck my days in the fucker bangsat yekan,,,,
..FUCK U BANGSAT...,,,,
Bangsat fuck!!!!!,,,,
what the fuck!!!  RT @putrisusii: BANGSAT!!!!!,,,,
Fuck the police = aparat bangsat by marjinal,,,,
BANGSAT !!! FUCK !!!,,,,
Bangsat . Fuck :p,,,,
FUCK DAMN SHIT BASTARD SUCKS ASS HOLE !!!!!! ANJING TAI BABI BANGSAT MONYET SETAN GOBLOK,,,,
RT!!! @estiwlndri: Fuck!! Damn!! Asshole!! Bangsat!!,,,,
"Bangsat emang tuh Newcastle, fuck off..",,,,
police scum fucked RT  @indratigana: Fuck Cops! RT @erick_wantara Anjing polisi kena tilang gua #bangsat,,,,
Bangsat !!! Fuck lo,,,,
pending nya bangsat fuck !,,,,
temen bangsat ! FUCK,,,,
RT @linaaaaa: bangsat lo! fuck!,,,,
Tot bangsat ! Fuck !,,,,
@cindydiiw MAMPUS LU GUE DELCON bangsat's. FUCK YOU,,,,
Jahat bnget :(( RT @Rizalijul: Fuck you anjing city hakan tah bangsat @manchestercity,,,,
RT @ViantraNandy: OH MY GOD ! FUCK FUCK FUCK ANJING BANGSAT TAI !!!!!!!!!!!!!!!!!!!!!!!,,,,
Fuck you anjing city hakan tah bangsat @manchestercity,,,,
OH MY GOD ! FUCK FUCK FUCK ANJING BANGSAT TAI !!!!!!!!!!!!!!!!!!!!!!!,,,,
"RT @anitamutiaw: RT @athiamarinaa: RT @alyssariana: RT @azkaauliaa: RT @RaissaFauziana: AAAAAAH bangsat, fuck this shit! I HATE YOU SO DAMN",,,,
"RT @anitamutiaw: RT @athiamarinaa: RT @alyssariana: RT @azkaauliaa: RT @RaissaFauziana: AAAAAAH bangsat, fuck this shit! I HATE YOU SO DAMN",,,,
"RT @alyssariana: RT @azkaauliaa: RT @RaissaFauziana: AAAAAAH bangsat, fuck this shit! I HATE YOU SO DAMN",,,,
"RT @azkaauliaa: RT @RaissaFauziana: AAAAAAH bangsat, fuck this shit! I HATE YOU SO DAMN",,,,
"@darrenzrfw6 bangsat,fuck",,,,
behh BANGSAT FUCK THE HELL YOU !!!,,,,
"FUCK YOU TOO bangsat !! RT @etenk_: iqballanono @aatkaza happy new year idiots, fuckyou hahahahaha",,,,
"RT @iyien_bsx: RT @PuputtEugenia: Dear bangsat, i hate you fuck up damn shit on!!!!",,,,
"RT @PuputtEugenia: Dear bangsat, i hate you fuck up damn shit on!!!!",,,,
"Dear bangsat, i hate you fuck up damn shit on!!!!",,,,
FUCK!!!lol! RT @Mariobatik13: De Gay can never be better than Szczesny!RT @TarisMilzam de Gea bangsat!!!!,,,,
gw bangsat? RT @randywicaksono: Ooo Fuck you,,,,
fuck yg nge hack fuck fuck.bangsat lo!,,,,
"Fucking damn asu, bangsat, monyet, anjing, babi. Fuck you asshole.",,,,
"WHAT THE FUCK :/ cawat gede bangsat , haha =D",,,,
Bangsat !!! Fuck !!!,,,,
Fuck you! RT @risdeey Aaaa anjing! RT @anjarwatiii: Aaaa bangsat !!,,,,
Fuck for tonight â”ŒÐŸâ”�(â–º_â—„) â”ŒÐŸâ”� #bangsat,,,,
Bangsat lo!!!! FUCK!!!!,,,,
Fuck you para pendemo...bangsat...,,,,
"(bangsat !!! Gancu !!! Damn it !!! fuck'in !!!)
#Lagau !",,,,
"bangke ,, bangsat !!! Fuck fuck fuck ....",,,,
"wong rai duo lemak dibunuh tula... fuck you..
#kriminal #bangsat #pantasmati",,,,
Stress bangsat!!! Fuck with bonus...,,,,
"smua kya bangsat, fuck for your everybody,,ketcau,,",,,,
"Hajarr dx..â€¢ Â°Ï‰kÏ‰kÏ‰kÏ‰kÏ‰kÏ‰kÏ‰kÂ° â€¢. :p RT @ReztuPamungkaz: Pagi"" udh bikin mangkel! AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ BÌ¸AÌ¸NÌ¸GÌ¸SÌ¸AÌ¸TÌ¸ FÌ¸Ì¸UÌ¸Ì¸Ì¸Ì¸CÌ¸Ì¸Ì¸Ì¸KÌ¸Ì¸Ì¸Ì¸ â”ŒÐŸâ”�",,,,
bangsat ! FUCK !,,,,
BANGSAT TW ? Fuck,,,,
bangsat anjink fuck u........... balikin hp aing :((((((((,,,,
RT @PointBlankShot: what the fuck is HB supposed to mean? Happy bastard? Hello Bitch? Hello Bangsat? Nak wish birthday pun malas ke celaka?,,,,
RT @PointBlankShot: what the fuck is HB supposed to mean? Happy bastard? Hello Bitch? Hello Bangsat? Nak wish birthday pun malas ke celaka?,,,,
"Thnks to 2011 , I left you erien (thank god I did that) and I found Aimi . But itupun kau nak buat bangsat kau  . So FUCK YOU .",,,,
RT @PointBlankShot: what the fuck is HB supposed to mean? Happy bastard? Hello Bitch? Hello Bangsat? Nak wish birthday pun malas ke celaka?,,,,
RT @yonna: RT @PointBlankShot: what the fuck is HB supposed to mean? Happy bastard? Hello Bitch? Hello Bangsat? Nak ...  http://tmi.me/jLLAFÂ ,,,,
@PointBlankShot: what the fuck is HB supposed to mean? Happy bastard? Hello Bitch? Hello Bangsat? Nak wish birthday pun malas ke celaka?,,,,
RT @PointBlankShot: what the fuck is HB supposed to mean? Happy bastard? Hello Bitch? Hello Bangsat? Nak wish birthday pun malas ke celaka?,,,,
BANGSAT AHA ANJING FUCK FUCK !!,,,,
Dinda._.RT @DidinDibel: NJING!! LO BANGSAT! FUCK YOU BITCH!!! ASSHOLE!!!!,,,,
NJING!! LO BANGSAT! FUCK YOU BITCH!!! ASSHOLE!!!!,,,,
"Fuck, all my notes gone ! Bangsat pnye pendrive",,,,
Fuck for today ! Rapot kaga ditahan ! Bangsat,,,,
bangsat fuck you,,,,
what the fuck is bangsat?!?!?!?!,,,,
ujung RT @E_BH: (F) RT @dodelengkong Buya bangsat RT @E_BH: mules bangsat RT @dodelengkong Think what? RT @Kt_ariasa: fuck RT @E_BH:,,,,
"PLN emang bangsat yeh, FUCK !",,,,
(F) RT @dodelengkong Buya bangsat RT @E_BH: mules bangsat RT @dodelengkong Think what? RT @Kt_ariasa: fuck RT @E_BH: @CARIRIBUT,,,,
Buya bangsat RT @E_BH: mules bangsat RT @dodelengkong Think what? RT @Kt_ariasa: fuck RT @E_BH: @CARIRIBUT kaian ...  http://m.tmi.me/jFJP6Â ,,,,
Sah ngurusi wong liyo nek rung BECUS ngurusi awakmu dewe! AÌ¸Ì¸NÌ¸Ì¸JÌ¸Ì¸IÌ¸Ì¸NÌ¸Ì¸GÌ¸Ì¸ BÌ¸AÌ¸NÌ¸GÌ¸SÌ¸AÌ¸TÌ¸ FÌ¸Ì¸UÌ¸Ì¸Ì¸Ì¸CÌ¸Ì¸Ì¸Ì¸KÌ¸Ì¸Ì¸Ì¸ â”ŒÐŸâ”�,,,,
FUCK LO BANGSAT !,,,,
"Sok tau,sok bapaham komentator global bangsat ni,wenger know what is the best for the team!!fuck",,,,
RT @Maulidrahma: fuck lo bangsat,,,,
fuck lo bangsat,,,,
"BANGSAT!!!! RT @edogawa_fakta : @siwon407 hai gays ,fuck from elf indonesian,",,,,
"what the fuck my college,kapsel asu bangsat !!fucking binus",,,,
"FUCK,,,,,,,,,BANGSAT",,,,
bangsat tod taeq and fuck. å‡¸( ` çš¿ Â´)ã„±,,,,
Haaaaah bangsat !!!! FUCK TO THE CITIZEN !!!!!!!,,,,
"customer org C-I-N-A,,memang 'BANGSAT'. ..!Fuck'in...",,,,
knaon mem? RT @bimmaputra fuck you BANGSAT...!!!!,,,,
fuck you BANGSAT...!!!!,,,,
FUCK CONDITIONS. ANJINK BANGSAT.,,,,
Fuck u bangsat,,,,
RT @tyasiasay: RT @nindyanindyoy: bangsat babi fuck,,,,
RT @nindyanindyoy: bangsat babi fuck,,,,
bangsat babi fuck,,,,
"Bangsat, RTO lagi! Poncol sanya! Fuck yeah!",,,,
"@mallorynzkwq nyem ci bangsat, fuck you motherfucker, you're bitch",,,,
"Where the fuck, meet bangsat !",,,,
"Wtf RT @assaskita: Hell""@gisnadasilva: Shit RT @Indiraa22: Fuck RT @gisnadasilva: Damn RT @Indiraa22: Bangsat RT @gisnadasilva",,,,
"Hell""@gisnadasilva: Shit RT @Indiraa22: Fuck RT @gisnadasilva: Damn RT @Indiraa22: Bangsat RT @gisnadasilva: Naskleng""",,,,
Dude RT @Indiraa22: Bitch RT @gisnadasilva: Shit RT @Indiraa22: Fuck RT @gisnadasilva: Damn RT @Indiraa22: Bangsat RT @gisnadasilva,,,,
Bitch RT @gisnadasilva: Shit RT @Indiraa22: Fuck RT @gisnadasilva: Damn RT @Indiraa22: Bangsat RT @gisnadasilva: Naskleng,,,,
Shit RT @Indiraa22: Fuck RT @gisnadasilva: Damn RT @Indiraa22: Bangsat RT @gisnadasilva: Naskleng,,,,
Fuck RT @gisnadasilva: Damn RT @Indiraa22: Bangsat RT @gisnadasilva: Naskleng,,,,
YESS RT @hevnscythe: FUCK UPLOAD ERROR bangsat,,,,
FUCK UPLOAD ERROR bangsat,,,,
Fuck lo bangsat,,,,
Bangsat lu ... FUCK YOU,,,,
RT @SerliNH: Bangsat. Unmood. Fuck. Hell. Hate this suck city.,,,,
"Fuck you, fuck you, fuck you buat lu bangsat..",,,,
RT @CyntiaC_ FUCK !! BANGSAT !!,,,,
FUCK !! BANGSAT !!,,,,
